,Name,huc4
174,438_095L,0306
175,438_095R,0307
175,438_095R,0306
176,438_096L,0306
177,438_096R,0307
177,438_096R,0306
178,438_097L,0307
178,438_097L,0306
179,438_097R,0307
179,438_097R,0306
180,438_098L,0307
180,438_098L,0306
181,438_098R,0307
182,438_099L,0307
182,438_099L,0306
183,438_099R,0307
184,438_100L,0311
184,438_100L,0307
185,438_100R,0311
185,438_100R,0307
186,438_101L,0307
186,438_101L,0308
187,438_101R,0311
187,438_101R,0307
187,438_101R,0308
188,438_102L,0308
189,438_102R,0311
189,438_102R,0307
189,438_102R,0308
190,438_103L,0308
191,438_103R,0310
191,438_103R,0308
192,438_104L,0308
193,438_104R,0310
193,438_104R,0308
194,438_105L,0309
194,438_105L,0308
195,438_105R,0310
195,438_105R,0309
195,438_105R,0308
196,438_106L,0309
196,438_106L,0308
197,438_106R,0310
197,438_106R,0309
198,438_107L,0309
198,438_107L,0308
199,438_107R,0310
199,438_107R,0309
200,438_108L,0309
201,438_108R,0309
202,438_109L,0309
203,438_109R,0309
204,438_110L,0309
205,438_110R,0309
206,438_111L,0309
207,438_111R,0309
77,440_065R,1701
78,440_066L,0904
79,440_066R,1701
79,440_066R,0904
80,440_067L,0904
81,440_067R,1701
81,440_067R,0904
82,440_068L,1005
82,440_068L,0904
83,440_068R,1701
83,440_068R,0904
84,440_069L,1003
84,440_069L,1701
84,440_069L,1005
84,440_069L,0904
85,440_069R,1003
85,440_069R,1701
85,440_069R,0904
86,440_070L,1003
86,440_070L,1701
87,440_070R,1003
87,440_070R,1701
88,440_071L,1003
88,440_071L,1701
89,440_071R,1003
89,440_071R,1701
90,440_072L,1003
90,440_072L,1701
91,440_072R,1701
92,440_073L,1002
92,440_073L,1003
92,440_073L,1701
93,440_073R,1002
93,440_073R,1701
94,440_074L,1002
94,440_074L,1003
94,440_074L,1701
95,440_074R,1002
95,440_074R,1701
96,440_075L,1002
97,440_075R,1002
98,440_076L,1704
98,440_076L,1002
99,440_076R,1704
99,440_076R,1002
100,440_077L,1704
101,440_077R,1704
102,440_078L,1704
103,440_078R,1704
104,440_079L,1404
104,440_079L,1704
105,440_079R,1601
105,440_079R,1704
106,440_080L,1601
106,440_080L,1404
106,440_080L,1704
107,440_080R,1601
107,440_080R,1704
108,440_081L,1601
108,440_081L,1404
109,440_081R,1602
109,440_081R,1601
109,440_081R,1404
110,440_082L,1601
110,440_082L,1404
111,440_082R,1602
111,440_082R,1601
111,440_082R,1404
112,440_083L,1406
112,440_083L,1601
112,440_083L,1404
113,440_083R,1406
113,440_083R,1602
113,440_083R,1601
113,440_083R,1404
114,440_084L,1406
114,440_084L,1405
115,440_084R,1406
115,440_084R,1602
116,440_085L,1406
116,440_085L,1405
117,440_085R,1406
118,440_086L,1406
118,440_086L,1403
119,440_086R,1407
119,440_086R,1406
120,440_087L,1406
120,440_087L,1403
121,440_087R,1407
121,440_087R,1406
121,440_087R,1403
122,440_088L,1408
122,440_088L,1407
122,440_088L,1403
123,440_088R,1408
123,440_088R,1407
123,440_088R,1406
123,440_088R,1403
124,440_089L,1408
125,440_089R,1408
125,440_089R,1407
126,440_090L,1408
127,440_090R,1502
127,440_090R,1408
128,440_091L,1502
128,440_091L,1408
129,440_091R,1502
129,440_091R,1408
130,440_092L,1502
130,440_092L,1408
131,440_092R,1502
131,440_092R,1408
132,440_093L,1502
132,440_093L,1302
133,440_093R,1502
134,440_094L,1502
134,440_094L,1302
135,440_094R,1502
136,440_095L,1504
136,440_095L,1502
136,440_095L,1302
137,440_095R,1504
137,440_095R,1506
137,440_095R,1502
138,440_096L,1303
138,440_096L,1504
138,440_096L,1302
139,440_096R,1504
140,440_097L,1303
140,440_097L,1504
141,440_097R,1303
141,440_097R,1504
142,440_098L,1303
142,440_098L,1504
143,440_098R,1303
143,440_098R,1504
144,440_099L,1303
145,440_099R,1303
145,440_099R,1508
145,440_099R,1504
146,440_100L,1303
147,440_100R,1303
147,440_100R,1508
148,440_101L,1303
149,440_101R,1303
150,440_102L,1303
151,440_102R,1303
156,440_105L,1310
157,440_105R,1310
158,440_106L,1310
159,440_106R,1310
160,440_107L,1310
162,440_108L,1310
164,440_109L,1310
30,453_207L,0314
31,453_207R,0314
32,453_208L,0314
33,453_208R,0314
33,453_208R,0313
34,453_209L,0314
35,453_209R,0314
35,453_209R,0313
36,453_210L,0314
36,453_210L,0315
37,453_210R,0314
37,453_210R,0313
38,453_211L,0314
38,453_211L,0313
38,453_211L,0315
39,453_211R,0314
39,453_211R,0313
39,453_211R,0315
40,453_212L,0313
40,453_212L,0315
41,453_212R,0313
41,453_212R,0315
42,453_213L,0313
42,453_213L,0315
43,453_213R,0313
43,453_213R,0315
44,453_214L,0315
45,453_214R,0313
45,453_214R,0315
46,453_215L,0315
46,453_215L,0603
46,453_215L,0602
47,453_215R,0315
47,453_215R,0602
48,453_216L,0315
48,453_216L,0603
48,453_216L,0602
49,453_216R,0315
49,453_216R,0602
49,453_216R,0601
50,453_217L,0602
50,453_217L,0601
50,453_217L,0513
51,453_217R,0602
51,453_217R,0601
52,453_218L,0601
52,453_218L,0513
53,453_218R,0601
53,453_218R,0513
54,453_219L,0513
54,453_219L,0511
55,453_219R,0601
55,453_219R,0513
55,453_219R,0510
56,453_220L,0513
56,453_220L,0511
56,453_220L,0514
56,453_220L,0510
57,453_220R,0513
57,453_220R,0510
58,453_221L,0514
58,453_221L,0510
59,453_221R,0510
60,453_222L,0510
60,453_222L,0509
61,453_222R,0510
61,453_222R,0509
62,453_223L,0510
62,453_223L,0509
62,453_223L,0506
62,453_223L,0508
63,453_223R,0509
63,453_223R,0506
64,453_224L,0509
64,453_224L,0506
64,453_224L,0508
65,453_224R,0503
65,453_224R,0506
66,453_225L,0509
66,453_225L,0506
66,453_225L,0508
66,453_225L,0410
67,453_225R,0503
67,453_225R,0504
67,453_225R,0506
68,453_226L,0506
68,453_226L,0508
68,453_226L,0410
69,453_226R,0504
69,453_226R,0506
69,453_226R,0410
70,453_227L,0410
71,453_227R,0504
71,453_227R,0411
71,453_227R,0410
72,453_228L,0410
72,453_228L,0425
72,453_228L,0409
73,453_228R,0411
73,453_228R,0410
73,453_228R,0425
73,453_228R,0409
74,453_229L,0410
74,453_229L,0425
74,453_229L,0409
75,453_229R,0425
75,453_229R,0409
76,453_230L,0409
76,453_230L,0408
77,453_230R,0409
77,453_230R,0408
77,453_230R,0423
78,453_231L,0409
78,453_231L,0408
79,453_231R,0423
80,453_232L,0408
81,453_232R,0423
83,453_233R,0423
84,453_234L,0423
85,453_234R,0423
86,453_235L,0420
87,453_235R,0420
87,453_235R,0422
87,453_235R,0421
88,453_236L,0420
89,453_236R,0420
89,453_236R,0422
89,453_236R,0421
90,453_237L,0420
90,453_237L,0421
91,453_237R,0420
91,453_237R,0421
92,453_238L,0420
92,453_238L,0421
93,453_238R,0421
12,455_207L,1508
13,455_207R,1508
14,455_208L,1508
15,455_208R,1508
16,455_209L,1508
17,455_209R,1508
17,455_209R,1505
18,455_210L,1508
18,455_210L,1505
19,455_210R,1508
19,455_210R,1505
20,455_211L,1508
20,455_211L,1505
21,455_211R,1505
22,455_212L,1505
23,455_212R,1505
24,455_213L,1505
24,455_213L,1506
25,455_213R,1505
25,455_213R,1504
25,455_213R,1506
26,455_214L,1506
27,455_214R,1504
27,455_214R,1506
28,455_215L,1506
28,455_215L,1502
29,455_215R,1506
29,455_215R,1502
30,455_216L,1502
31,455_216R,1502
32,455_217L,1502
33,455_217R,1502
33,455_217R,1408
34,455_218L,1502
34,455_218L,1407
35,455_218R,1502
35,455_218R,1408
36,455_219L,1502
36,455_219L,1408
36,455_219L,1407
37,455_219R,1502
37,455_219R,1408
38,455_220L,1408
38,455_220L,1407
39,455_220R,1408
39,455_220R,1407
40,455_221L,1407
40,455_221L,1406
40,455_221L,1403
41,455_221R,1408
41,455_221R,1407
41,455_221R,1403
42,455_222L,1407
42,455_222L,1406
42,455_222L,1403
43,455_222R,1403
44,455_223L,1406
44,455_223L,1403
45,455_223R,1406
45,455_223R,1403
45,455_223R,1401
46,455_224L,1406
46,455_224L,1403
46,455_224L,1405
47,455_224R,1406
47,455_224R,1403
47,455_224R,1401
47,455_224R,1405
48,455_225L,1406
48,455_225L,1405
49,455_225R,1406
49,455_225R,1405
50,455_226L,1406
50,455_226L,1404
51,455_226R,1406
51,455_226R,1404
51,455_226R,1405
52,455_227L,1404
53,455_227R,1404
53,455_227R,1405
54,455_228L,1404
55,455_228R,1404
55,455_228R,1405
56,455_229L,1404
56,455_229L,1018
56,455_229L,1008
57,455_229R,1404
57,455_229R,1018
57,455_229R,1008
58,455_230L,1404
58,455_230L,1008
59,455_230R,1018
59,455_230R,1008
60,455_231L,1008
61,455_231R,1008
62,455_232L,1008
63,455_232R,1008
64,455_233L,1008
64,455_233L,1009
65,455_233R,1008
65,455_233R,1009
66,455_234L,1008
66,455_234L,1007
67,455_234R,1008
67,455_234R,1009
67,455_234R,1010
68,455_235L,1008
68,455_235L,1007
69,455_235R,1008
69,455_235R,1009
69,455_235R,1010
70,455_236L,1008
70,455_236L,1010
70,455_236L,1007
70,455_236L,1004
71,455_236R,1008
71,455_236R,1010
72,455_237L,1010
72,455_237L,1004
73,455_237R,1010
73,455_237R,1004
74,455_238L,1004
75,455_238R,1004
75,455_238R,1006
76,455_239L,1004
76,455_239L,1006
76,455_239L,1005
77,455_239R,1004
77,455_239R,1006
77,455_239R,1005
78,455_240L,1006
78,455_240L,1005
79,455_240R,1006
79,455_240R,1005
80,455_241L,1006
80,455_241L,1005
81,455_241R,1006
82,455_242L,1006
83,455_242R,1006
116,466_065L,0432
118,466_066L,0416
118,466_066L,0432
120,466_067L,0416
120,466_067L,0432
121,466_067R,0432
121,466_067R,0903
122,466_068L,0416
122,466_068L,0432
122,466_068L,0903
123,466_068R,0416
123,466_068R,0432
123,466_068R,0903
124,466_069L,0416
124,466_069L,0401
124,466_069L,0903
125,466_069R,0416
125,466_069R,0401
125,466_069R,0903
126,466_070L,0416
126,466_070L,0401
127,466_070R,0401
127,466_070R,0903
130,466_072L,0402
131,466_072R,0402
131,466_072R,0401
132,466_073L,0707
132,466_073L,0403
132,466_073L,0402
133,466_073R,0707
133,466_073R,0403
133,466_073R,0402
133,466_073R,0705
134,466_074L,0707
134,466_074L,0403
135,466_074R,0707
135,466_074R,0403
136,466_075L,0403
137,466_075R,0707
137,466_075R,0403
138,466_076L,0403
139,466_076R,0707
139,466_076R,0403
140,466_077L,0403
141,466_077R,0709
141,466_077R,0403
142,466_078L,0404
142,466_078L,0403
143,466_078R,0712
143,466_078R,0709
143,466_078R,0404
143,466_078R,0403
144,466_079L,0404
145,466_079R,0712
145,466_079R,0709
145,466_079R,0404
147,466_080R,0712
147,466_080R,0709
147,466_080R,0404
148,466_081L,0712
148,466_081L,0404
149,466_081R,0712
149,466_081R,0404
150,466_082L,0512
150,466_082L,0712
150,466_082L,0404
151,466_082R,0712
151,466_082R,0404
152,466_083L,0512
152,466_083L,0712
153,466_083R,0512
153,466_083R,0712
154,466_084L,0512
155,466_084R,0512
156,466_085L,0512
157,466_085R,0512
158,466_086L,0512
159,466_086R,0512
160,466_087L,0514
160,466_087L,0512
161,466_087R,0514
161,466_087R,0512
162,466_088L,0511
162,466_088L,0514
163,466_088R,0511
163,466_088R,0514
164,466_089L,0511
164,466_089L,0514
165,466_089R,0511
166,466_090L,0513
166,466_090L,0511
167,466_090R,0513
167,466_090R,0511
168,466_091L,0601
168,466_091L,0513
168,466_091L,0511
169,466_091R,0513
169,466_091R,0511
170,466_092L,0602
170,466_092L,0601
170,466_092L,0513
171,466_092R,0603
171,466_092R,0602
171,466_092R,0604
171,466_092R,0513
172,466_093L,0315
172,466_093L,0603
172,466_093L,0602
172,466_093L,0513
173,466_093R,0603
173,466_093R,0602
174,466_094L,0315
174,466_094L,0602
175,466_094R,0315
175,466_094R,0603
175,466_094R,0602
176,466_095L,0313
176,466_095L,0315
177,466_095R,0315
178,466_096L,0313
178,466_096L,0315
179,466_096R,0313
179,466_096R,0315
180,466_097L,0313
181,466_097R,0313
181,466_097R,0315
182,466_098L,0313
183,466_098R,0314
183,466_098R,0313
183,466_098R,0315
184,466_099L,0313
185,466_099R,0314
185,466_099R,0313
186,466_100L,0312
186,466_100L,0313
187,466_100R,0313
188,466_101L,0311
188,466_101L,0312
188,466_101L,0313
189,466_101R,0312
189,466_101R,0313
190,466_102L,0311
190,466_102L,0312
190,466_102L,0313
191,466_102R,0312
191,466_102R,0313
193,466_103R,0313
67,468_061R,1702
68,468_062L,1702
69,468_062R,1702
70,468_063L,1702
71,468_063R,1702
72,468_064L,1701
72,468_064L,1702
73,468_064R,1701
73,468_064R,1702
74,468_065L,1701
74,468_065L,1702
75,468_065R,1701
75,468_065R,1702
76,468_066L,1701
76,468_066L,1702
77,468_066R,1701
77,468_066R,1702
78,468_067L,1701
79,468_067R,1701
80,468_068L,1701
81,468_068R,1701
82,468_069L,1701
83,468_069R,1701
84,468_070L,1701
85,468_070R,1701
86,468_071L,1701
87,468_071R,1706
87,468_071R,1701
88,468_072L,1706
88,468_072L,1701
89,468_072R,1706
89,468_072R,1701
90,468_073L,1706
90,468_073L,1701
91,468_073R,1706
92,468_074L,1706
92,468_074L,1701
93,468_074R,1706
94,468_075L,1706
94,468_075L,1701
95,468_075R,1706
96,468_076L,1706
97,468_076R,1706
98,468_077L,1704
98,468_077L,1706
99,468_077R,1704
99,468_077R,1705
99,468_077R,1706
100,468_078L,1704
101,468_078R,1704
101,468_078R,1705
102,468_079L,1704
103,468_079R,1704
104,468_080L,1602
104,468_080L,1704
105,468_080R,1704
106,468_081L,1602
106,468_081L,1704
107,468_081R,1602
107,468_081R,1704
108,468_082L,1602
109,468_082R,1602
110,468_083L,1602
111,468_083R,1602
112,468_084L,1603
112,468_084L,1602
113,468_084R,1603
113,468_084R,1602
114,468_085L,1603
114,468_085L,1602
115,468_085R,1603
115,468_085R,1602
116,468_086L,1603
117,468_086R,1603
118,468_087L,1407
118,468_087L,1603
119,468_087R,1603
120,468_088L,1407
120,468_088L,1603
121,468_088R,1501
121,468_088R,1407
121,468_088R,1603
122,468_089L,1407
123,468_089R,1501
123,468_089R,1407
123,468_089R,1603
124,468_090L,1502
124,468_090L,1501
124,468_090L,1407
125,468_090R,1501
125,468_090R,1407
126,468_091L,1502
126,468_091L,1501
126,468_091L,1407
127,468_091R,1502
127,468_091R,1501
128,468_092L,1502
129,468_092R,1506
129,468_092R,1502
129,468_092R,1501
130,468_093L,1506
130,468_093L,1502
131,468_093R,1506
131,468_093R,1502
131,468_093R,1501
132,468_094L,1506
132,468_094L,1502
133,468_094R,1507
133,468_094R,1506
133,468_094R,1502
134,468_095L,1506
134,468_095L,1502
135,468_095R,1507
135,468_095R,1506
136,468_096L,1505
136,468_096L,1504
136,468_096L,1506
137,468_096R,1505
137,468_096R,1506
138,468_097L,1505
138,468_097L,1504
139,468_097R,1505
140,468_098L,1505
141,468_098R,1505
142,468_099L,1508
142,468_099L,1505
143,468_099R,1508
143,468_099R,1505
144,468_100L,1508
144,468_100L,1505
145,468_100R,1508
145,468_100R,1505
146,468_101L,1508
147,468_101R,1508
28,481_205L,0809
30,481_206L,0809
32,481_207L,0809
32,481_207L,0317
33,481_207R,0314
33,481_207R,0317
34,481_208L,0317
35,481_208R,0314
35,481_208R,0317
35,481_208R,0316
36,481_209L,0317
36,481_209L,0316
37,481_209R,0314
37,481_209R,0317
37,481_209R,0316
37,481_209R,0315
38,481_210L,0317
38,481_210L,0316
39,481_210R,0316
39,481_210R,0315
40,481_211L,0317
40,481_211L,0316
41,481_211R,0316
41,481_211R,0315
42,481_212L,0316
43,481_212R,0316
43,481_212R,0315
44,481_213L,0316
45,481_213R,0316
45,481_213R,0315
46,481_214L,0316
46,481_214L,0603
47,481_214R,0316
48,481_215L,0316
48,481_215L,0603
49,481_215R,0316
49,481_215R,0603
50,481_216L,0603
50,481_216L,0604
51,481_216R,0603
52,481_217L,0603
52,481_217L,0604
52,481_217L,0513
53,481_217R,0603
53,481_217R,0604
53,481_217R,0513
54,481_218L,0604
54,481_218L,0513
55,481_218R,0513
56,481_219L,0513
56,481_219L,0511
56,481_219L,0514
57,481_219R,0513
57,481_219R,0511
58,481_220L,0511
59,481_220R,0511
60,481_221L,0511
60,481_221L,0514
60,481_221L,0512
61,481_221R,0511
61,481_221R,0514
62,481_222L,0514
62,481_222L,0512
63,481_222R,0514
63,481_222R,0512
64,481_223L,0512
65,481_223R,0514
65,481_223R,0512
66,481_224L,0512
67,481_224R,0509
67,481_224R,0512
67,481_224R,0508
68,481_225L,0512
69,481_225R,0512
69,481_225R,0508
70,481_226L,0512
71,481_226R,0512
71,481_226R,0410
72,481_227L,0512
72,481_227L,0712
72,481_227L,0405
73,481_227R,0512
73,481_227R,0410
73,481_227R,0405
74,481_228L,0405
75,481_228R,0410
75,481_228R,0405
76,481_229L,0405
77,481_229R,0405
78,481_230L,0405
78,481_230L,0406
79,481_230R,0405
79,481_230R,0408
80,481_231L,0405
80,481_231L,0408
80,481_231L,0406
81,481_231R,0405
81,481_231R,0408
82,481_232L,0408
82,481_232L,0406
82,481_232L,0407
83,481_232R,0408
83,481_232R,0406
83,481_232R,0407
84,481_233L,0406
84,481_233L,0407
85,481_233R,0408
85,481_233R,0407
86,481_234L,0406
86,481_234L,0407
87,481_234R,0407
88,481_235L,0406
88,481_235L,0407
88,481_235L,0403
88,481_235L,0420
89,481_235R,0407
90,481_236L,0420
90,481_236L,0417
91,481_236R,0420
92,481_237L,0420
92,481_237L,0417
93,481_237R,0420
94,481_238L,0420
94,481_238L,0417
95,481_238R,0420
95,481_238R,0417
96,481_239L,0417
97,481_239R,0420
8,483_210L,1508
8,483_210L,1503
9,483_210R,1508
10,483_211L,1508
10,483_211L,1507
10,483_211L,1503
11,483_211R,1508
11,483_211R,1507
12,483_212L,1507
12,483_212L,1503
13,483_212R,1507
14,483_213L,1507
14,483_213L,1503
15,483_213R,1507
15,483_213R,1503
16,483_214L,1507
16,483_214L,1503
17,483_214R,1507
17,483_214R,1503
18,483_215L,1503
19,483_215R,1507
19,483_215R,1503
19,483_215R,1506
20,483_216L,1503
20,483_216L,1506
20,483_216L,1501
21,483_216R,1503
21,483_216R,1506
22,483_217L,1503
22,483_217L,1506
22,483_217L,1501
23,483_217R,1506
23,483_217R,1501
24,483_218L,1501
25,483_218R,1501
26,483_219L,1501
27,483_219R,1501
27,483_219R,1407
28,483_220L,1501
28,483_220L,1603
29,483_220R,1501
29,483_220R,1407
29,483_220R,1603
30,483_221L,1603
31,483_221R,1407
31,483_221R,1603
32,483_222L,1603
33,483_222R,1407
33,483_222R,1603
34,483_223L,1603
35,483_223R,1407
35,483_223R,1603
35,483_223R,1406
36,483_224L,1603
36,483_224L,1602
37,483_224R,1603
37,483_224R,1406
37,483_224R,1602
38,483_225L,1603
38,483_225L,1602
39,483_225R,1603
39,483_225R,1406
39,483_225R,1602
40,483_226L,1602
41,483_226R,1406
41,483_226R,1602
41,483_226R,1601
42,483_227L,1602
42,483_227L,1601
43,483_227R,1602
43,483_227R,1601
43,483_227R,1404
44,483_228L,1601
45,483_228R,1601
45,483_228R,1404
46,483_229L,1601
46,483_229L,1704
47,483_229R,1601
47,483_229R,1404
47,483_229R,1704
48,483_230L,1601
48,483_230L,1704
49,483_230R,1404
49,483_230R,1704
50,483_231L,1704
51,483_231R,1404
51,483_231R,1704
51,483_231R,1008
52,483_232L,1704
52,483_232L,1007
52,483_232L,1002
53,483_232R,1704
53,483_232R,1008
53,483_232R,1007
54,483_233L,1704
54,483_233L,1007
54,483_233L,1002
55,483_233R,1008
55,483_233R,1007
56,483_234L,1007
56,483_234L,1002
57,483_234R,1007
58,483_235L,1007
59,483_235R,1007
60,483_236L,1007
60,483_236L,1004
61,483_236R,1007
61,483_236R,1004
62,483_237L,1004
63,483_237R,1004
64,483_238L,1004
65,483_238R,1004
66,483_239L,1004
66,483_239L,1005
67,483_239R,1004
67,483_239R,1005
68,483_240L,1005
69,483_240R,1005
70,483_241L,1005
71,483_241R,1005
72,483_242L,1005
73,483_242R,1005
97,492_075R,0105
115,494_066R,0903
116,494_067L,0903
117,494_067R,0903
118,494_068L,0903
119,494_068R,0903
120,494_069L,0903
121,494_069R,0903
122,494_070L,0401
122,494_070L,0903
123,494_070R,0701
123,494_070R,0401
123,494_070R,0903
124,494_071L,0401
124,494_071L,0903
125,494_071R,0401
125,494_071R,0903
126,494_072L,0401
127,494_072R,0703
127,494_072R,0401
128,494_073L,0705
128,494_073L,0703
128,494_073L,0401
129,494_073R,0703
129,494_073R,0401
130,494_074L,0705
130,494_074L,0703
131,494_074R,0705
131,494_074R,0703
132,494_075L,0707
132,494_075L,0704
132,494_075L,0705
133,494_075R,0705
134,494_076L,0707
134,494_076L,0704
134,494_076L,0705
135,494_076R,0704
135,494_076R,0705
136,494_077L,0707
136,494_077L,0704
137,494_077R,0707
137,494_077R,0706
137,494_077R,0704
138,494_078L,0707
139,494_078R,0707
139,494_078R,0706
139,494_078R,0704
140,494_079L,0709
140,494_079L,0707
140,494_079L,0706
141,494_079R,0709
141,494_079R,0707
141,494_079R,0706
142,494_080L,0709
142,494_080L,0706
143,494_080R,0709
143,494_080R,0708
143,494_080R,0706
144,494_081L,0713
144,494_081L,0709
144,494_081L,0708
144,494_081L,0706
145,494_081R,0709
145,494_081R,0708
145,494_081R,0706
146,494_082L,0713
146,494_082L,0709
147,494_082R,0713
147,494_082R,0709
147,494_082R,0708
148,494_083L,0713
149,494_083R,0713
150,494_084L,0713
151,494_084R,0713
152,494_085L,0714
152,494_085L,0512
152,494_085L,0713
153,494_085R,0714
153,494_085R,0713
154,494_086L,0714
154,494_086L,0512
155,494_086R,0714
155,494_086R,0713
156,494_087L,0714
156,494_087L,0512
157,494_087R,0714
158,494_088L,0514
158,494_088L,0714
158,494_088L,0512
159,494_088R,0514
159,494_088R,0714
160,494_089L,0604
160,494_089L,0513
160,494_089L,0514
161,494_089R,0801
161,494_089R,0604
161,494_089R,0514
161,494_089R,0714
162,494_090L,0801
162,494_090L,0604
162,494_090L,0513
162,494_090L,0514
163,494_090R,0801
163,494_090R,0604
163,494_090R,0514
164,494_091L,0801
164,494_091L,0604
164,494_091L,0513
165,494_091R,0801
165,494_091R,0604
166,494_092L,0604
167,494_092R,0801
167,494_092R,0604
168,494_093L,0603
168,494_093L,0604
169,494_093R,0316
169,494_093R,0603
169,494_093R,0801
169,494_093R,0604
170,494_094L,0316
170,494_094L,0603
171,494_094R,0316
171,494_094R,0603
171,494_094R,0801
172,494_095L,0316
172,494_095L,0603
173,494_095R,0316
174,494_096L,0316
174,494_096L,0315
175,494_096R,0316
176,494_097L,0316
176,494_097L,0315
177,494_097R,0316
177,494_097R,0315
178,494_098L,0315
179,494_098R,0316
179,494_098R,0315
180,494_099L,0314
180,494_099L,0315
181,494_099R,0314
181,494_099R,0316
181,494_099R,0315
182,494_100L,0314
183,494_100R,0314
183,494_100R,0316
183,494_100R,0315
184,494_101L,0314
185,494_101R,0314
62,496_061L,1702
64,496_062L,1702
70,496_065L,1702
71,496_065R,1702
72,496_066L,1702
73,496_066R,1702
74,496_067L,1701
74,496_067L,1702
75,496_067R,1702
76,496_068L,1702
77,496_068R,1702
78,496_069L,1701
78,496_069L,1702
79,496_069R,1702
80,496_070L,1701
80,496_070L,1702
81,496_070R,1701
81,496_070R,1702
82,496_071L,1706
82,496_071L,1701
82,496_071L,1702
83,496_071R,1706
83,496_071R,1702
84,496_072L,1706
84,496_072L,1701
85,496_072R,1707
85,496_072R,1706
85,496_072R,1702
86,496_073L,1706
87,496_073R,1707
87,496_073R,1706
88,496_074L,1706
89,496_074R,1707
89,496_074R,1706
90,496_075L,1705
90,496_075L,1706
91,496_075R,1705
91,496_075R,1706
92,496_076L,1705
92,496_076L,1706
93,496_076R,1705
94,496_077L,1705
95,496_077R,1705
96,496_078L,1705
97,496_078R,1705
98,496_079L,1705
99,496_079R,1705
100,496_080L,1705
101,496_080R,1705
102,496_081L,1604
102,496_081L,1704
102,496_081L,1705
103,496_081R,1604
103,496_081R,1705
104,496_082L,1602
104,496_082L,1604
104,496_082L,1704
104,496_082L,1705
105,496_082R,1604
105,496_082R,1705
106,496_083L,1606
106,496_083L,1604
107,496_083R,1606
107,496_083R,1604
108,496_084L,1606
109,496_084R,1606
109,496_084R,1604
110,496_085L,1501
110,496_085L,1606
111,496_085R,1606
112,496_086L,1501
112,496_086L,1606
112,496_086L,1602
113,496_086R,1501
113,496_086R,1606
114,496_087L,1501
114,496_087L,1606
114,496_087L,1602
115,496_087R,1501
115,496_087R,1606
116,496_088L,1501
116,496_088L,1606
116,496_088L,1603
116,496_088L,1602
117,496_088R,1501
117,496_088R,1606
118,496_089L,1501
118,496_089L,1603
119,496_089R,1501
119,496_089R,1606
120,496_090L,1501
121,496_090R,1501
121,496_090R,1606
122,496_091L,1501
123,496_091R,1503
123,496_091R,1501
123,496_091R,1606
124,496_092L,1501
125,496_092R,1503
125,496_092R,1501
125,496_092R,1606
126,496_093L,1503
126,496_093L,1501
127,496_093R,1503
127,496_093R,1501
128,496_094L,1503
129,496_094R,1503
130,496_095L,1507
130,496_095L,1503
131,496_095R,1507
131,496_095R,1503
132,496_096L,1507
132,496_096L,1503
133,496_096R,1507
133,496_096R,1503
134,496_097L,1507
135,496_097R,1507
136,496_098L,1508
136,496_098L,1507
137,496_098R,1508
137,496_098R,1507
138,496_099L,1508
138,496_099L,1507
139,496_099R,1508
140,496_100L,1508
141,496_100R,1508
142,496_101L,1508
143,496_101R,1508
144,496_102L,1508
15,509_205R,0809
16,509_206L,0809
16,509_206L,0808
17,509_206R,0809
18,509_207L,0809
18,509_207L,0808
18,509_207L,0807
19,509_207R,0809
19,509_207R,0807
20,509_208L,0808
20,509_208L,0807
21,509_208R,0809
21,509_208R,0807
21,509_208R,0318
22,509_209L,0807
22,509_209L,0806
23,509_209R,0809
23,509_209R,0807
23,509_209R,0318
24,509_210L,0807
24,509_210L,0318
24,509_210L,0806
24,509_210L,0805
25,509_210R,0807
25,509_210R,0317
25,509_210R,0318
25,509_210R,0806
26,509_211L,0806
26,509_211L,0805
26,509_211L,0803
27,509_211R,0317
27,509_211R,0318
27,509_211R,0806
28,509_212L,0806
28,509_212L,0803
29,509_212R,0318
29,509_212R,0806
29,509_212R,0803
30,509_213L,0803
31,509_213R,0318
31,509_213R,0806
31,509_213R,0803
32,509_214L,0803
33,509_214R,0806
33,509_214R,0803
34,509_215L,0803
34,509_215L,0802
35,509_215R,0803
36,509_216L,0803
36,509_216L,0802
36,509_216L,0801
37,509_216R,0803
37,509_216R,0801
38,509_217L,0802
38,509_217L,0801
39,509_217R,0801
40,509_218L,0802
40,509_218L,0801
41,509_218R,0801
42,509_219L,0802
42,509_219L,0801
42,509_219L,0714
43,509_219R,0801
43,509_219R,0604
43,509_219R,0514
43,509_219R,0714
44,509_220L,0802
44,509_220L,0801
44,509_220L,0514
44,509_220L,0714
45,509_220R,0801
45,509_220R,0604
45,509_220R,0514
45,509_220R,0714
46,509_221L,0714
47,509_221R,0514
47,509_221R,0714
47,509_221R,0512
48,509_222L,0714
48,509_222L,0512
49,509_222R,0514
49,509_222R,0714
49,509_222R,0512
50,509_223L,0714
50,509_223L,0512
50,509_223L,0713
51,509_223R,0512
52,509_224L,0714
52,509_224L,0512
52,509_224L,0713
53,509_224R,0714
53,509_224R,0512
54,509_225L,0714
54,509_225L,0512
54,509_225L,0713
55,509_225R,0714
55,509_225R,0512
55,509_225R,0713
56,509_226L,0512
56,509_226L,0713
56,509_226L,0712
57,509_226R,0512
57,509_226R,0713
57,509_226R,0712
58,509_227L,0713
58,509_227L,0712
59,509_227R,0712
