,old_slurm_index,slurm_index,index,files,cycle,pass,tile,version,counter
0,5,0,2816,SWOT_L2_HR_PIXC_001_242_071L_20230729T202412_20230729T202423_PGC0_01.nc,1,242,071L,PGC0,1
1,7,1,2818,SWOT_L2_HR_PIXC_001_242_072L_20230729T202422_20230729T202433_PGC0_01.nc,1,242,072L,PGC0,1
2,8,2,2817,SWOT_L2_HR_PIXC_001_242_072R_20230729T202422_20230729T202433_PGC0_01.nc,1,242,072R,PGC0,1
3,9,3,2821,SWOT_L2_HR_PIXC_001_242_073L_20230729T202432_20230729T202443_PGC0_01.nc,1,242,073L,PGC0,1
4,10,4,2819,SWOT_L2_HR_PIXC_001_242_073R_20230729T202432_20230729T202443_PGC0_01.nc,1,242,073R,PGC0,1
5,11,5,2820,SWOT_L2_HR_PIXC_001_242_074L_20230729T202442_20230729T202453_PGC0_01.nc,1,242,074L,PGC0,1
6,12,6,2822,SWOT_L2_HR_PIXC_001_242_074R_20230729T202442_20230729T202453_PGC0_01.nc,1,242,074R,PGC0,1
7,13,7,2824,SWOT_L2_HR_PIXC_001_242_075L_20230729T202452_20230729T202503_PGC0_01.nc,1,242,075L,PGC0,1
8,14,8,2823,SWOT_L2_HR_PIXC_001_242_075R_20230729T202452_20230729T202503_PGC0_01.nc,1,242,075R,PGC0,1
9,15,9,2826,SWOT_L2_HR_PIXC_001_242_076L_20230729T202502_20230729T202513_PGC0_01.nc,1,242,076L,PGC0,1
10,16,10,2825,SWOT_L2_HR_PIXC_001_242_076R_20230729T202502_20230729T202513_PGC0_01.nc,1,242,076R,PGC0,1
11,17,11,2828,SWOT_L2_HR_PIXC_001_242_077L_20230729T202512_20230729T202515_PGC0_01.nc,1,242,077L,PGC0,1
12,18,12,2827,SWOT_L2_HR_PIXC_001_242_077R_20230729T202512_20230729T202515_PGC0_01.nc,1,242,077R,PGC0,1
13,24,13,2835,SWOT_L2_HR_PIXC_001_270_072L_20230730T202454_20230730T202505_PGC0_01.nc,1,270,072L,PGC0,1
14,30,14,2841,SWOT_L2_HR_PIXC_001_270_075L_20230730T202524_20230730T202535_PGC0_01.nc,1,270,075L,PGC0,1
15,31,15,2840,SWOT_L2_HR_PIXC_001_270_075R_20230730T202524_20230730T202535_PGC0_01.nc,1,270,075R,PGC0,1
16,32,16,2843,SWOT_L2_HR_PIXC_001_270_076L_20230730T202534_20230730T202545_PGC0_01.nc,1,270,076L,PGC0,1
17,33,17,2842,SWOT_L2_HR_PIXC_001_270_076R_20230730T202534_20230730T202545_PGC0_01.nc,1,270,076R,PGC0,1
18,34,18,2845,SWOT_L2_HR_PIXC_001_270_077L_20230730T202544_20230730T202555_PGC0_01.nc,1,270,077L,PGC0,1
19,35,19,2844,SWOT_L2_HR_PIXC_001_270_077R_20230730T202544_20230730T202555_PGC0_01.nc,1,270,077R,PGC0,1
20,36,20,2847,SWOT_L2_HR_PIXC_001_270_078L_20230730T202554_20230730T202605_PGC0_01.nc,1,270,078L,PGC0,1
21,37,21,2846,SWOT_L2_HR_PIXC_001_270_078R_20230730T202554_20230730T202605_PGC0_01.nc,1,270,078R,PGC0,1
22,38,22,2849,SWOT_L2_HR_PIXC_001_270_079L_20230730T202604_20230730T202607_PGC0_01.nc,1,270,079L,PGC0,1
23,39,23,2848,SWOT_L2_HR_PIXC_001_270_079R_20230730T202604_20230730T202607_PGC0_01.nc,1,270,079R,PGC0,1
24,40,24,2851,SWOT_L2_HR_PIXC_001_270_081L_20230730T202624_20230730T202633_PGC0_01.nc,1,270,081L,PGC0,1
25,41,25,2850,SWOT_L2_HR_PIXC_001_270_081R_20230730T202624_20230730T202633_PGC0_01.nc,1,270,081R,PGC0,1
26,42,26,2853,SWOT_L2_HR_PIXC_001_285_233L_20230731T094337_20230731T094340_PGC0_01.nc,1,285,233L,PGC0,1
27,44,27,2855,SWOT_L2_HR_PIXC_001_285_234L_20230731T094339_20230731T094350_PGC0_01.nc,1,285,234L,PGC0,1
28,46,28,2857,SWOT_L2_HR_PIXC_001_285_235L_20230731T094349_20230731T094400_PGC0_01.nc,1,285,235L,PGC0,1
29,58,29,2868,SWOT_L2_HR_PIXC_001_298_075L_20230731T202555_20230731T202606_PGC0_01.nc,1,298,075L,PGC0,1
30,59,30,2870,SWOT_L2_HR_PIXC_001_298_076L_20230731T202605_20230731T202616_PGC0_01.nc,1,298,076L,PGC0,1
31,60,31,2869,SWOT_L2_HR_PIXC_001_298_076R_20230731T202605_20230731T202616_PGC0_01.nc,1,298,076R,PGC0,1
32,61,32,2872,SWOT_L2_HR_PIXC_001_298_077L_20230731T202615_20230731T202626_PGC0_01.nc,1,298,077L,PGC0,1
33,62,33,2871,SWOT_L2_HR_PIXC_001_298_077R_20230731T202615_20230731T202626_PGC0_01.nc,1,298,077R,PGC0,1
34,63,34,2874,SWOT_L2_HR_PIXC_001_298_078L_20230731T202625_20230731T202636_PGC0_01.nc,1,298,078L,PGC0,1
35,64,35,2873,SWOT_L2_HR_PIXC_001_298_078R_20230731T202625_20230731T202636_PGC0_01.nc,1,298,078R,PGC0,1
36,65,36,2876,SWOT_L2_HR_PIXC_001_298_079L_20230731T202635_20230731T202646_PGC0_01.nc,1,298,079L,PGC0,1
37,66,37,2875,SWOT_L2_HR_PIXC_001_298_079R_20230731T202635_20230731T202646_PGC0_01.nc,1,298,079R,PGC0,1
38,67,38,2878,SWOT_L2_HR_PIXC_001_298_080L_20230731T202645_20230731T202656_PGC0_01.nc,1,298,080L,PGC0,1
39,68,39,2877,SWOT_L2_HR_PIXC_001_298_080R_20230731T202645_20230731T202656_PGC0_01.nc,1,298,080R,PGC0,1
40,69,40,2880,SWOT_L2_HR_PIXC_001_298_081L_20230731T202655_20230731T202706_PGC0_01.nc,1,298,081L,PGC0,1
41,70,41,2879,SWOT_L2_HR_PIXC_001_298_081R_20230731T202655_20230731T202706_PGC0_01.nc,1,298,081R,PGC0,1
42,71,42,2882,SWOT_L2_HR_PIXC_001_298_082L_20230731T202705_20230731T202716_PGC0_01.nc,1,298,082L,PGC0,1
43,72,43,2881,SWOT_L2_HR_PIXC_001_298_082R_20230731T202705_20230731T202716_PGC0_01.nc,1,298,082R,PGC0,1
44,73,44,2884,SWOT_L2_HR_PIXC_001_298_083L_20230731T202715_20230731T202722_PGC0_01.nc,1,298,083L,PGC0,1
45,74,45,2883,SWOT_L2_HR_PIXC_001_298_083R_20230731T202715_20230731T202722_PGC0_01.nc,1,298,083R,PGC0,1
46,75,46,2887,SWOT_L2_HR_PIXC_001_313_227L_20230801T094307_20230801T094312_PGC0_01.nc,1,313,227L,PGC0,1
47,76,47,2885,SWOT_L2_HR_PIXC_001_313_227R_20230801T094307_20230801T094312_PGC0_01.nc,1,313,227R,PGC0,1
48,77,48,2888,SWOT_L2_HR_PIXC_001_313_228L_20230801T094311_20230801T094320_PGC0_01.nc,1,313,228L,PGC0,1
49,78,49,2886,SWOT_L2_HR_PIXC_001_313_228R_20230801T094311_20230801T094320_PGC0_01.nc,1,313,228R,PGC0,1
50,79,50,2891,SWOT_L2_HR_PIXC_001_313_231L_20230801T094350_20230801T094352_PGC0_01.nc,1,313,231L,PGC0,1
51,81,51,2892,SWOT_L2_HR_PIXC_001_313_232L_20230801T094351_20230801T094402_PGC0_01.nc,1,313,232L,PGC0,1
52,82,52,2890,SWOT_L2_HR_PIXC_001_313_232R_20230801T094351_20230801T094402_PGC0_01.nc,1,313,232R,PGC0,1
53,83,53,2894,SWOT_L2_HR_PIXC_001_313_233L_20230801T094401_20230801T094412_PGC0_01.nc,1,313,233L,PGC0,1
54,84,54,2893,SWOT_L2_HR_PIXC_001_313_233R_20230801T094401_20230801T094412_PGC0_01.nc,1,313,233R,PGC0,1
55,85,55,2896,SWOT_L2_HR_PIXC_001_313_234L_20230801T094411_20230801T094422_PGC0_01.nc,1,313,234L,PGC0,1
56,86,56,2895,SWOT_L2_HR_PIXC_001_313_234R_20230801T094411_20230801T094422_PGC0_01.nc,1,313,234R,PGC0,1
57,87,57,2897,SWOT_L2_HR_PIXC_001_313_235L_20230801T094421_20230801T094432_PGC0_01.nc,1,313,235L,PGC0,1
58,88,58,2898,SWOT_L2_HR_PIXC_001_313_235R_20230801T094421_20230801T094432_PGC0_01.nc,1,313,235R,PGC0,1
59,89,59,2901,SWOT_L2_HR_PIXC_001_313_236L_20230801T094431_20230801T094442_PGC0_01.nc,1,313,236L,PGC0,1
60,90,60,2900,SWOT_L2_HR_PIXC_001_313_236R_20230801T094431_20230801T094442_PGC0_01.nc,1,313,236R,PGC0,1
61,91,61,2902,SWOT_L2_HR_PIXC_001_313_237L_20230801T094441_20230801T094452_PGC0_01.nc,1,313,237L,PGC0,1
62,92,62,2899,SWOT_L2_HR_PIXC_001_313_237R_20230801T094441_20230801T094452_PGC0_01.nc,1,313,237R,PGC0,1
63,93,63,2907,SWOT_L2_HR_PIXC_001_313_238L_20230801T094451_20230801T094502_PGC0_01.nc,1,313,238L,PGC0,1
64,94,64,2903,SWOT_L2_HR_PIXC_001_313_238R_20230801T094451_20230801T094502_PGC0_01.nc,1,313,238R,PGC0,1
65,98,65,2908,SWOT_L2_HR_PIXC_001_341_226L_20230802T094325_20230802T094333_PGC0_01.nc,1,341,226L,PGC0,1
66,99,66,2909,SWOT_L2_HR_PIXC_001_341_226R_20230802T094325_20230802T094333_PGC0_01.nc,1,341,226R,PGC0,1
67,100,67,2911,SWOT_L2_HR_PIXC_001_341_227L_20230802T094332_20230802T094343_PGC0_01.nc,1,341,227L,PGC0,1
68,101,68,2910,SWOT_L2_HR_PIXC_001_341_227R_20230802T094332_20230802T094343_PGC0_01.nc,1,341,227R,PGC0,1
69,102,69,2913,SWOT_L2_HR_PIXC_001_341_228L_20230802T094342_20230802T094353_PGC0_01.nc,1,341,228L,PGC0,1
70,103,70,2912,SWOT_L2_HR_PIXC_001_341_228R_20230802T094342_20230802T094353_PGC0_01.nc,1,341,228R,PGC0,1
71,104,71,2915,SWOT_L2_HR_PIXC_001_341_229L_20230802T094352_20230802T094403_PGC0_01.nc,1,341,229L,PGC0,1
72,105,72,2914,SWOT_L2_HR_PIXC_001_341_229R_20230802T094352_20230802T094403_PGC0_01.nc,1,341,229R,PGC0,1
73,106,73,2917,SWOT_L2_HR_PIXC_001_341_230L_20230802T094402_20230802T094413_PGC0_01.nc,1,341,230L,PGC0,1
74,107,74,2916,SWOT_L2_HR_PIXC_001_341_230R_20230802T094402_20230802T094413_PGC0_01.nc,1,341,230R,PGC0,1
75,108,75,2919,SWOT_L2_HR_PIXC_001_341_231L_20230802T094412_20230802T094423_PGC0_01.nc,1,341,231L,PGC0,1
76,109,76,2918,SWOT_L2_HR_PIXC_001_341_231R_20230802T094412_20230802T094423_PGC0_01.nc,1,341,231R,PGC0,1
77,110,77,2921,SWOT_L2_HR_PIXC_001_341_232L_20230802T094422_20230802T094433_PGC0_01.nc,1,341,232L,PGC0,1
78,111,78,2920,SWOT_L2_HR_PIXC_001_341_232R_20230802T094422_20230802T094433_PGC0_01.nc,1,341,232R,PGC0,1
79,112,79,2922,SWOT_L2_HR_PIXC_001_341_233L_20230802T094432_20230802T094443_PGC0_01.nc,1,341,233L,PGC0,1
80,113,80,2923,SWOT_L2_HR_PIXC_001_341_233R_20230802T094432_20230802T094443_PGC0_01.nc,1,341,233R,PGC0,1
81,114,81,2925,SWOT_L2_HR_PIXC_001_341_234L_20230802T094442_20230802T094453_PGC0_01.nc,1,341,234L,PGC0,1
82,115,82,2924,SWOT_L2_HR_PIXC_001_341_234R_20230802T094442_20230802T094453_PGC0_01.nc,1,341,234R,PGC0,1
83,116,83,2927,SWOT_L2_HR_PIXC_001_341_235L_20230802T094452_20230802T094503_PGC0_01.nc,1,341,235L,PGC0,1
84,117,84,2926,SWOT_L2_HR_PIXC_001_341_235R_20230802T094452_20230802T094503_PGC0_01.nc,1,341,235R,PGC0,1
85,118,85,2929,SWOT_L2_HR_PIXC_001_341_236L_20230802T094502_20230802T094513_PGC0_01.nc,1,341,236L,PGC0,1
86,120,86,2931,SWOT_L2_HR_PIXC_001_341_237L_20230802T094512_20230802T094523_PGC0_01.nc,1,341,237L,PGC0,1
87,121,87,2930,SWOT_L2_HR_PIXC_001_341_237R_20230802T094512_20230802T094523_PGC0_01.nc,1,341,237R,PGC0,1
88,123,88,2932,SWOT_L2_HR_PIXC_001_341_238R_20230802T094522_20230802T094533_PGC0_01.nc,1,341,238R,PGC0,1
89,127,89,2937,SWOT_L2_HR_PIXC_001_369_233R_20230803T094503_20230803T094514_PGC0_01.nc,1,369,233R,PGC0,1
90,128,90,2938,SWOT_L2_HR_PIXC_001_369_234R_20230803T094513_20230803T094524_PGC0_01.nc,1,369,234R,PGC0,1
91,130,91,2940,SWOT_L2_HR_PIXC_001_369_236R_20230803T094533_20230803T094544_PGC0_01.nc,1,369,236R,PGC0,1
92,173,92,2984,SWOT_L2_HR_PIXC_002_007_232L_20230811T080615_20230811T080619_PGC0_01.nc,2,7,232L,PGC0,1
93,174,93,2983,SWOT_L2_HR_PIXC_002_007_232R_20230811T080615_20230811T080619_PGC0_01.nc,2,7,232R,PGC0,1
94,175,94,2986,SWOT_L2_HR_PIXC_002_007_233L_20230811T080618_20230811T080629_PGC0_01.nc,2,7,233L,PGC0,1
95,176,95,2985,SWOT_L2_HR_PIXC_002_007_233R_20230811T080618_20230811T080629_PGC0_01.nc,2,7,233R,PGC0,1
96,177,96,2987,SWOT_L2_HR_PIXC_002_007_234L_20230811T080628_20230811T080639_PGC0_01.nc,2,7,234L,PGC0,1
97,178,97,2989,SWOT_L2_HR_PIXC_002_007_234R_20230811T080628_20230811T080639_PGC0_01.nc,2,7,234R,PGC0,1
98,179,98,2990,SWOT_L2_HR_PIXC_002_007_235L_20230811T080638_20230811T080649_PGC0_01.nc,2,7,235L,PGC0,1
99,180,99,2988,SWOT_L2_HR_PIXC_002_007_235R_20230811T080638_20230811T080649_PGC0_01.nc,2,7,235R,PGC0,1
100,181,100,2992,SWOT_L2_HR_PIXC_002_007_236L_20230811T080648_20230811T080659_PGC0_01.nc,2,7,236L,PGC0,1
101,183,101,2994,SWOT_L2_HR_PIXC_002_007_237L_20230811T080658_20230811T080709_PGC0_01.nc,2,7,237L,PGC0,1
102,185,102,2996,SWOT_L2_HR_PIXC_002_007_238L_20230811T080708_20230811T080719_PGC0_01.nc,2,7,238L,PGC0,1
103,187,103,2998,SWOT_L2_HR_PIXC_002_007_239L_20230811T080718_20230811T080729_PGC0_01.nc,2,7,239L,PGC0,1
104,190,104,3001,SWOT_L2_HR_PIXC_002_035_226L_20230812T080543_20230812T080550_PGC0_01.nc,2,35,226L,PGC0,1
105,191,105,3000,SWOT_L2_HR_PIXC_002_035_226R_20230812T080543_20230812T080550_PGC0_01.nc,2,35,226R,PGC0,1
106,192,106,3003,SWOT_L2_HR_PIXC_002_035_227L_20230812T080549_20230812T080600_PGC0_01.nc,2,35,227L,PGC0,1
107,193,107,3002,SWOT_L2_HR_PIXC_002_035_227R_20230812T080549_20230812T080600_PGC0_01.nc,2,35,227R,PGC0,1
108,194,108,3006,SWOT_L2_HR_PIXC_002_035_228L_20230812T080559_20230812T080610_PGC0_01.nc,2,35,228L,PGC0,1
109,195,109,3004,SWOT_L2_HR_PIXC_002_035_228R_20230812T080559_20230812T080610_PGC0_01.nc,2,35,228R,PGC0,1
110,196,110,3007,SWOT_L2_HR_PIXC_002_035_229L_20230812T080609_20230812T080616_PGC0_01.nc,2,35,229L,PGC0,1
111,197,111,3005,SWOT_L2_HR_PIXC_002_035_229R_20230812T080609_20230812T080616_PGC0_01.nc,2,35,229R,PGC0,1
112,201,112,3011,SWOT_L2_HR_PIXC_002_298_075L_20230821T171100_20230821T171111_PGC0_01.nc,2,298,075L,PGC0,1
113,202,113,3013,SWOT_L2_HR_PIXC_002_298_076L_20230821T171110_20230821T171121_PGC0_01.nc,2,298,076L,PGC0,1
114,203,114,3012,SWOT_L2_HR_PIXC_002_298_076R_20230821T171110_20230821T171121_PGC0_01.nc,2,298,076R,PGC0,1
115,204,115,3015,SWOT_L2_HR_PIXC_002_298_077L_20230821T171120_20230821T171131_PGC0_01.nc,2,298,077L,PGC0,1
116,205,116,3014,SWOT_L2_HR_PIXC_002_298_077R_20230821T171120_20230821T171131_PGC0_01.nc,2,298,077R,PGC0,1
117,206,117,3017,SWOT_L2_HR_PIXC_002_298_078L_20230821T171130_20230821T171141_PGC0_01.nc,2,298,078L,PGC0,1
118,207,118,3016,SWOT_L2_HR_PIXC_002_298_078R_20230821T171130_20230821T171141_PGC0_01.nc,2,298,078R,PGC0,1
119,208,119,3019,SWOT_L2_HR_PIXC_002_298_079L_20230821T171140_20230821T171151_PGC0_01.nc,2,298,079L,PGC0,1
120,209,120,3018,SWOT_L2_HR_PIXC_002_298_079R_20230821T171140_20230821T171151_PGC0_01.nc,2,298,079R,PGC0,1
121,210,121,3021,SWOT_L2_HR_PIXC_002_298_080L_20230821T171150_20230821T171201_PGC0_01.nc,2,298,080L,PGC0,1
122,211,122,3020,SWOT_L2_HR_PIXC_002_298_080R_20230821T171150_20230821T171201_PGC0_01.nc,2,298,080R,PGC0,1
123,212,123,3023,SWOT_L2_HR_PIXC_002_298_081L_20230821T171200_20230821T171211_PGC0_01.nc,2,298,081L,PGC0,1
124,213,124,3022,SWOT_L2_HR_PIXC_002_298_081R_20230821T171200_20230821T171211_PGC0_01.nc,2,298,081R,PGC0,1
125,214,125,3025,SWOT_L2_HR_PIXC_002_298_082L_20230821T171210_20230821T171221_PGC0_01.nc,2,298,082L,PGC0,1
126,215,126,3024,SWOT_L2_HR_PIXC_002_298_082R_20230821T171210_20230821T171221_PGC0_01.nc,2,298,082R,PGC0,1
127,216,127,3027,SWOT_L2_HR_PIXC_002_298_083L_20230821T171220_20230821T171224_PGC0_01.nc,2,298,083L,PGC0,1
128,217,128,3026,SWOT_L2_HR_PIXC_002_298_083R_20230821T171220_20230821T171224_PGC0_01.nc,2,298,083R,PGC0,1
129,218,129,3029,SWOT_L2_HR_PIXC_002_313_227L_20230822T062812_20230822T062817_PGC0_01.nc,2,313,227L,PGC0,1
130,219,130,3028,SWOT_L2_HR_PIXC_002_313_227R_20230822T062812_20230822T062817_PGC0_01.nc,2,313,227R,PGC0,1
131,220,131,3031,SWOT_L2_HR_PIXC_002_313_228L_20230822T062816_20230822T062824_PGC0_01.nc,2,313,228L,PGC0,1
132,221,132,3030,SWOT_L2_HR_PIXC_002_313_228R_20230822T062816_20230822T062824_PGC0_01.nc,2,313,228R,PGC0,1
133,222,133,3033,SWOT_L2_HR_PIXC_002_313_231L_20230822T062854_20230822T062857_PGC0_01.nc,2,313,231L,PGC0,1
134,224,134,3035,SWOT_L2_HR_PIXC_002_313_232L_20230822T062856_20230822T062907_PGC0_01.nc,2,313,232L,PGC0,1
135,225,135,3034,SWOT_L2_HR_PIXC_002_313_232R_20230822T062856_20230822T062907_PGC0_01.nc,2,313,232R,PGC0,1
136,226,136,3037,SWOT_L2_HR_PIXC_002_313_233L_20230822T062906_20230822T062917_PGC0_01.nc,2,313,233L,PGC0,1
137,227,137,3036,SWOT_L2_HR_PIXC_002_313_233R_20230822T062906_20230822T062917_PGC0_01.nc,2,313,233R,PGC0,1
138,228,138,3039,SWOT_L2_HR_PIXC_002_313_234L_20230822T062916_20230822T062927_PGC0_01.nc,2,313,234L,PGC0,1
139,229,139,3038,SWOT_L2_HR_PIXC_002_313_234R_20230822T062916_20230822T062927_PGC0_01.nc,2,313,234R,PGC0,1
140,230,140,3041,SWOT_L2_HR_PIXC_002_313_235L_20230822T062926_20230822T062937_PGC0_01.nc,2,313,235L,PGC0,1
141,231,141,3040,SWOT_L2_HR_PIXC_002_313_235R_20230822T062926_20230822T062937_PGC0_01.nc,2,313,235R,PGC0,1
142,232,142,3042,SWOT_L2_HR_PIXC_002_313_236L_20230822T062936_20230822T062947_PGC0_01.nc,2,313,236L,PGC0,1
143,233,143,3043,SWOT_L2_HR_PIXC_002_313_236R_20230822T062936_20230822T062947_PGC0_01.nc,2,313,236R,PGC0,1
144,234,144,3045,SWOT_L2_HR_PIXC_002_313_237L_20230822T062946_20230822T062957_PGC0_01.nc,2,313,237L,PGC0,1
145,235,145,3044,SWOT_L2_HR_PIXC_002_313_237R_20230822T062946_20230822T062957_PGC0_01.nc,2,313,237R,PGC0,1
146,236,146,3047,SWOT_L2_HR_PIXC_002_313_238L_20230822T062956_20230822T063007_PGC0_01.nc,2,313,238L,PGC0,1
147,237,147,3046,SWOT_L2_HR_PIXC_002_313_238R_20230822T062956_20230822T063007_PGC0_01.nc,2,313,238R,PGC0,1
148,241,148,3052,SWOT_L2_HR_PIXC_002_341_226L_20230823T062830_20230823T062838_PGC0_01.nc,2,341,226L,PGC0,1
149,242,149,3051,SWOT_L2_HR_PIXC_002_341_226R_20230823T062830_20230823T062838_PGC0_01.nc,2,341,226R,PGC0,1
150,243,150,3054,SWOT_L2_HR_PIXC_002_341_227L_20230823T062837_20230823T062848_PGC0_01.nc,2,341,227L,PGC0,1
151,244,151,3053,SWOT_L2_HR_PIXC_002_341_227R_20230823T062837_20230823T062848_PGC0_01.nc,2,341,227R,PGC0,1
152,245,152,3056,SWOT_L2_HR_PIXC_002_341_228L_20230823T062847_20230823T062858_PGC0_01.nc,2,341,228L,PGC0,1
153,246,153,3055,SWOT_L2_HR_PIXC_002_341_228R_20230823T062847_20230823T062858_PGC0_01.nc,2,341,228R,PGC0,1
154,247,154,3058,SWOT_L2_HR_PIXC_002_341_229L_20230823T062857_20230823T062908_PGC0_01.nc,2,341,229L,PGC0,1
155,248,155,3057,SWOT_L2_HR_PIXC_002_341_229R_20230823T062857_20230823T062908_PGC0_01.nc,2,341,229R,PGC0,1
156,249,156,3060,SWOT_L2_HR_PIXC_002_341_230L_20230823T062907_20230823T062918_PGC0_01.nc,2,341,230L,PGC0,1
157,250,157,3059,SWOT_L2_HR_PIXC_002_341_230R_20230823T062907_20230823T062918_PGC0_01.nc,2,341,230R,PGC0,1
158,251,158,3062,SWOT_L2_HR_PIXC_002_341_231L_20230823T062917_20230823T062928_PGC0_01.nc,2,341,231L,PGC0,1
159,252,159,3061,SWOT_L2_HR_PIXC_002_341_231R_20230823T062917_20230823T062928_PGC0_01.nc,2,341,231R,PGC0,1
160,253,160,3064,SWOT_L2_HR_PIXC_002_341_232L_20230823T062927_20230823T062938_PGC0_01.nc,2,341,232L,PGC0,1
161,254,161,3063,SWOT_L2_HR_PIXC_002_341_232R_20230823T062927_20230823T062938_PGC0_01.nc,2,341,232R,PGC0,1
162,255,162,3066,SWOT_L2_HR_PIXC_002_341_233L_20230823T062937_20230823T062948_PGC0_01.nc,2,341,233L,PGC0,1
163,256,163,3065,SWOT_L2_HR_PIXC_002_341_233R_20230823T062937_20230823T062948_PGC0_01.nc,2,341,233R,PGC0,1
164,257,164,3068,SWOT_L2_HR_PIXC_002_341_234L_20230823T062947_20230823T062958_PGC0_01.nc,2,341,234L,PGC0,1
165,258,165,3067,SWOT_L2_HR_PIXC_002_341_234R_20230823T062947_20230823T062958_PGC0_01.nc,2,341,234R,PGC0,1
166,260,166,3069,SWOT_L2_HR_PIXC_002_341_235R_20230823T062957_20230823T063008_PGC0_01.nc,2,341,235R,PGC0,1
167,261,167,3072,SWOT_L2_HR_PIXC_002_341_236L_20230823T063007_20230823T063018_PGC0_01.nc,2,341,236L,PGC0,1
168,263,168,3074,SWOT_L2_HR_PIXC_002_341_237L_20230823T063017_20230823T063028_PGC0_01.nc,2,341,237L,PGC0,1
169,264,169,3073,SWOT_L2_HR_PIXC_002_341_237R_20230823T063017_20230823T063028_PGC0_01.nc,2,341,237R,PGC0,1
170,266,170,3075,SWOT_L2_HR_PIXC_002_341_238R_20230823T063027_20230823T063038_PGC0_01.nc,2,341,238R,PGC0,1
171,270,171,3080,SWOT_L2_HR_PIXC_002_369_233R_20230824T063008_20230824T063019_PGC0_01.nc,2,369,233R,PGC0,1
172,271,172,3081,SWOT_L2_HR_PIXC_002_369_234R_20230824T063018_20230824T063029_PGC0_01.nc,2,369,234R,PGC0,1
173,273,173,3083,SWOT_L2_HR_PIXC_002_369_236R_20230824T063038_20230824T063049_PGC0_01.nc,2,369,236R,PGC0,1
174,288,174,3098,SWOT_L2_HR_PIXC_002_492_073R_20230828T153124_20230828T153135_PGC0_01.nc,2,492,073R,PGC0,1
175,289,175,3099,SWOT_L2_HR_PIXC_002_492_074R_20230828T153134_20230828T153145_PGC0_01.nc,2,492,074R,PGC0,1
176,290,176,3100,SWOT_L2_HR_PIXC_002_492_075R_20230828T153144_20230828T153155_PGC0_01.nc,2,492,075R,PGC0,1
177,294,177,3105,SWOT_L2_HR_PIXC_002_520_071L_20230829T153135_20230829T153146_PGC0_01.nc,2,520,071L,PGC0,1
178,295,178,3104,SWOT_L2_HR_PIXC_002_520_071R_20230829T153135_20230829T153146_PGC0_01.nc,2,520,071R,PGC0,1
179,296,179,3107,SWOT_L2_HR_PIXC_002_520_072L_20230829T153145_20230829T153156_PGC0_01.nc,2,520,072L,PGC0,1
180,297,180,3106,SWOT_L2_HR_PIXC_002_520_072R_20230829T153145_20230829T153156_PGC0_01.nc,2,520,072R,PGC0,1
181,298,181,3109,SWOT_L2_HR_PIXC_002_520_073L_20230829T153155_20230829T153206_PGC0_01.nc,2,520,073L,PGC0,1
182,299,182,3108,SWOT_L2_HR_PIXC_002_520_073R_20230829T153155_20230829T153206_PGC0_01.nc,2,520,073R,PGC0,1
183,300,183,3110,SWOT_L2_HR_PIXC_002_520_074L_20230829T153205_20230829T153216_PGC0_01.nc,2,520,074L,PGC0,1
184,301,184,3111,SWOT_L2_HR_PIXC_002_520_074R_20230829T153205_20230829T153216_PGC0_01.nc,2,520,074R,PGC0,1
185,302,185,3113,SWOT_L2_HR_PIXC_002_520_075L_20230829T153215_20230829T153226_PGC0_01.nc,2,520,075L,PGC0,1
186,303,186,3112,SWOT_L2_HR_PIXC_002_520_075R_20230829T153215_20230829T153226_PGC0_01.nc,2,520,075R,PGC0,1
187,304,187,3114,SWOT_L2_HR_PIXC_002_520_076L_20230829T153225_20230829T153233_PGC0_01.nc,2,520,076L,PGC0,1
188,305,188,3115,SWOT_L2_HR_PIXC_002_520_076R_20230829T153225_20230829T153233_PGC0_01.nc,2,520,076R,PGC0,1
189,312,189,3121,SWOT_L2_HR_PIXC_002_548_072R_20230830T153216_20230830T153227_PGC0_01.nc,2,548,072R,PGC0,1
190,313,190,3124,SWOT_L2_HR_PIXC_002_548_073L_20230830T153226_20230830T153237_PGC0_01.nc,2,548,073L,PGC0,1
191,315,191,3126,SWOT_L2_HR_PIXC_002_548_074L_20230830T153236_20230830T153247_PGC0_01.nc,2,548,074L,PGC0,1
192,316,192,3125,SWOT_L2_HR_PIXC_002_548_074R_20230830T153236_20230830T153247_PGC0_01.nc,2,548,074R,PGC0,1
193,317,193,3128,SWOT_L2_HR_PIXC_002_548_075L_20230830T153246_20230830T153257_PGC0_01.nc,2,548,075L,PGC0,1
194,318,194,3127,SWOT_L2_HR_PIXC_002_548_075R_20230830T153246_20230830T153257_PGC0_01.nc,2,548,075R,PGC0,1
195,319,195,3130,SWOT_L2_HR_PIXC_002_548_076L_20230830T153256_20230830T153307_PGC0_01.nc,2,548,076L,PGC0,1
196,320,196,3129,SWOT_L2_HR_PIXC_002_548_076R_20230830T153256_20230830T153307_PGC0_01.nc,2,548,076R,PGC0,1
197,321,197,3132,SWOT_L2_HR_PIXC_002_548_077L_20230830T153306_20230830T153317_PGC0_01.nc,2,548,077L,PGC0,1
198,322,198,3131,SWOT_L2_HR_PIXC_002_548_077R_20230830T153306_20230830T153317_PGC0_01.nc,2,548,077R,PGC0,1
